Composition,Eg,class,avg_Atomic number,avg_Atomic weight,avg_Period number,avg_Group number,avg_Family number,avg_L quantum number,avg_Mendeleev number,avg_Atomic radius (?),avg_Covalent radius (?),avg_Zunger radius (?),avg_Ionic radius (?),avg_Crystal radius (?),avg_Pauling EN,avg_Martynov-Batsanov EN,avg_Gordy EN,avg_Mulliken EN,avg_Allen EN,avg_Metallic valence,avg_Number of valence electrons,avg_Number of s electrons,avg_Number of p electrons,avg_Number of d electrons,avg_Number of outer shell electrons,avg_First ionization energy (kJ/mol),avg_Polarizability,avg_Melting point (K),avg_Boiling point (K),avg_Density (g/mL),avg_Specific heat (J/g?K),avg_Heat of fusion (kJ/mol),avg_Heat of vaporization (kJ/mol),avg_Thermal conductivity (W/m?K),avg_Heat atomization (kJ/mol),avg_Cohesive energy (eV),diff_Atomic number,diff_Atomic weight,diff_Period number,diff_Group number,diff_Family number,diff_L quantum number,diff_Mendeleev number,diff_Atomic radius (?),diff_Covalent radius (?),diff_Zunger radius (?),diff_Ionic radius (?),diff_Crystal radius (?),diff_Pauling EN,diff_Martynov-Batsanov EN,diff_Gordy EN,diff_Mulliken EN,diff_Allen EN,diff_Metallic valence,diff_Number of valence electrons,diff_Number of s electrons,diff_Number of p electrons,diff_Number of d electrons,diff_Number of outer shell electrons,diff_First ionization energy (kJ/mol),diff_Polarizability,diff_Melting point (K),diff_Boiling point (K),diff_Density (g/mL),diff_Specific heat (J/g?K),diff_Heat of fusion (kJ/mol),diff_Heat of vaporization (kJ/mol),diff_Thermal conductivity (W/m?K),diff_Heat atomization (kJ/mol),diff_Cohesive energy (eV),max_Atomic number,max_Atomic weight,max_Period number,max_Group number,max_Family number,max_L quantum number,max_Mendeleev number,max_Atomic radius (?),max_Covalent radius (?),max_Zunger radius (?),max_Ionic radius (?),max_Crystal radius (?),max_Pauling EN,max_Martynov-Batsanov EN,max_Gordy EN,max_Mulliken EN,max_Allen EN,max_Metallic valence,max_Number of valence electrons,max_Number of s electrons,max_Number of p electrons,max_Number of d electrons,max_Number of outer shell electrons,max_First ionization energy (kJ/mol),max_Polarizability,max_Melting point (K),max_Boiling point (K),max_Density (g/mL),max_Specific heat (J/g?K),max_Heat of fusion (kJ/mol),max_Heat of vaporization (kJ/mol),max_Thermal conductivity (W/m?K),max_Heat atomization (kJ/mol),max_Cohesive energy (eV),min_Atomic number,min_Atomic weight,min_Period number,min_Group number,min_Family number,min_L quantum number,min_Mendeleev number,min_Atomic radius (?),min_Covalent radius (?),min_Zunger radius (?),min_Ionic radius (?),min_Crystal radius (?),min_Pauling EN,min_Martynov-Batsanov EN,min_Gordy EN,min_Mulliken EN,min_Allen EN,min_Metallic valence,min_Number of valence electrons,min_Number of s electrons,min_Number of p electrons,min_Number of d electrons,min_Number of outer shell electrons,min_First ionization energy (kJ/mol),min_Polarizability,min_Melting point (K),min_Boiling point (K),min_Density (g/mL),min_Specific heat (J/g?K),min_Heat of fusion (kJ/mol),min_Heat of vaporization (kJ/mol),min_Thermal conductivity (W/m?K),min_Heat atomization (kJ/mol),min_Cohesive energy (eV),
K6Yb3P5S20,2.6,1,21.14705882,45.58525324,3.441176471,12.05882353,5.588235294,1,67.94117647,1.277941176,1.251764706,1.797352941,1.277941176,0.666470588,2.081470588,2.138235294,5.189511765,5.185882353,2.079970588,1.970588235,4.705882353,1.823529412,2.794117647,0,4.617647059,864.2058824,11.74705882,429.4147059,815.5617647,2.252058824,0.676470588,2.194676471,33.01661765,21.34279412,239.7352941,2.486882353,55,142.066238,3,15,6,3,85,1.2,1.01,2.59,1.2,1.21,1.76,1.85,3.2127,3.8,1.855,2,5,1,4,0,5,593,40.5,774.9,916,6.11,0.62,7.003,119.1,102.165,225,2.496,70,173.04,6,16,7,3,88,2.2,2.03,3.69,2.2,1.52,2.58,2.65,6.0009,6.22,2.589,3,6,2,4,0,6,1012,43.4,1092.15,1469.15,6.97,0.77,7.66,128.9,102.4,315,3.43,15,30.973762,3,1,1,0,3,1,1.02,1.1,1,0.31,0.82,0.8,2.7882,2.42,0.734,1,1,1,0,0,1,419,2.9,317.25,553.15,0.86,0.15,0.657,9.8,0.235,90,0.934,
K8Al8Si38,1.4,1,14.59259259,29.55347615,3.148148148,11.92592593,5.111111111,0.851851852,66.14814815,1.285185185,1.256666667,1.794074074,1.285185185,0.585185185,1.697037037,1.754814815,3.880237037,4.193703704,1.696,3.407407407,3.407407407,1.851851852,1.555555556,0,3.407407407,701.5185185,11.45925926,1372.52037,2408.446296,2.167037037,0.744074074,37.51651852,325.6762963,154.4296296,379.7037037,3.898740741,6,12.116761,1,13,5,1,75,1.1,0.92,2.27,1.1,1.12,1.08,1.18,1.397,2.35,1.182,3,3,1,2,0,3,368,38,1346.75,1707,1.84,0.19,48.216,304.35,134.6,362,3.696,19,39.0983,4,14,6,1,78,2.2,2.03,3.69,2.2,1.52,1.9,1.98,4.1852,4.77,1.916,4,4,2,2,0,4,787,43.4,1683.15,2740.15,2.7,0.9,50.55,384.22,237,452,4.63,13,26.981539,3,1,1,0,3,1.1,1.11,1.42,1.1,0.4,0.82,0.8,2.7882,2.42,0.734,1,1,1,0,0,1,419,5.4,336.4,1033.15,0.86,0.71,2.334,79.87,102.4,90,0.934,
K8Ce2I18O53,2.34,1,20.32098765,45.99092667,2.962962963,14.41975309,6.530864198,0.950617284,78.92592593,0.966666667,1.014444444,1.132037037,0.966666667,1.428024691,2.950617284,2.891851852,7.183364198,6.751358025,2.985728395,0.177777778,5.654320988,1.901234568,3.728395062,2.24691358,5.62962963,1138.345679,6.647271605,181.4191358,349.7796296,1.345873951,0.728296296,2.249645309,24.95334198,10.51233605,205.9382716,2.159901235,50,124.1156,4,16,7,3,93,1.6,1.3,4.035,1.6,0.91,2.62,2.52,5.5821,5.12,2.876,3.2,6,1,5,10,6,895,42.607,1016.4,3440,6.65857,0.73,7.60141,410.5901,102.37326,329,3.386,58,140.115,6,17,8,3,96,2.2,2.03,4.5,2.2,2.06,3.44,3.32,8.3703,7.54,3.61,3.2,7,2,5,10,7,1314,43.4,1071.15,3530.15,6.66,0.92,7.824,414,102.4,419,4.32,8,15.9994,2,1,1,0,3,0.6,0.73,0.465,0.6,1.15,0.82,0.8,2.7882,2.42,0.734,0,1,1,0,0,1,419,0.793,54.75,90.15,0.00143,0.19,0.22259,3.4099,0.02674,90,0.934,
K8Ga8Si38,1.18,1,17.25925926,35.88554444,3.296296296,11.92592593,5.111111111,0.851851852,66.2962963,1.292592593,1.268518519,1.797037037,1.292592593,0.619259259,1.726666667,1.763703704,3.97557037,4.189259259,1.717185185,3.472592593,3.407407407,1.851851852,1.555555556,0,3.407407407,701.6666667,11.42962963,1279.157407,2398.964815,2.641111111,0.665555556,36.74614815,320.5355556,125.3333333,373.7777778,3.812814815,17,41.6375,1,13,5,1,75,1.1,0.92,2.27,1.1,1.12,1.08,1.18,1.397,2.35,1.182,3,3,1,2,0,3,368,38,1380.2,1643,5.04,0.38,48.216,304.35,107.4,362,3.696,31,69.723,4,14,6,1,78,2.2,2.03,3.69,2.2,1.52,1.9,1.98,4.1852,4.77,1.916,4,4,2,2,0,4,787,43.4,1683.15,2676.15,5.9,0.75,50.55,384.22,148,452,4.63,14,28.0855,3,1,1,0,3,1.1,1.11,1.42,1.1,0.4,0.82,0.8,2.7882,2.42,0.734,1,1,1,0,0,1,419,5.4,302.95,1033.15,0.86,0.37,2.334,79.87,40.6,90,0.934,
K8N3O,0,0,15.08333333,30.90050167,3.333333333,5.75,3,0.333333333,29.75,1.679166667,1.601666667,2.63375,1.679166667,1.189166667,1.593333333,1.5225,4.277175,4.066666667,1.556666667,1.416666667,2.416666667,1.333333333,1.083333333,0,2.416666667,739.3333333,29.27441667,244.6416667,715.6166667,0.573765,0.836666667,1.664649167,54.229025,68.27539,199,2.071,12,25.09156,2,15,6,1,84,1.6,1.3,3.225,1.6,1.22,2.62,2.52,5.5821,5.12,2.876,3,5,1,4,0,5,983,42.607,281.65,955.8,0.85875,0.29,2.11141,77.0772,102.37402,383,3.986,19,39.0983,4,16,7,1,87,2.2,2.03,3.69,2.2,1.52,3.44,3.32,8.3703,7.54,3.61,3,6,2,4,0,6,1402,43.4,336.4,1033.15,0.86,1.04,2.334,79.87,102.4,473,4.92,7,14.00674,2,1,1,0,3,0.6,0.73,0.465,0.6,0.3,0.82,0.8,2.7882,2.42,0.734,0,1,1,0,0,1,419,0.793,54.75,77.35,0.00125,0.75,0.22259,2.7928,0.02598,90,0.934,
K8Zr6Se30,1.81,1,32.09090909,73.38478182,4.136363636,11.63636364,5.5,0.954545455,67.22727273,1.395454545,1.357727273,1.932272727,1.395454545,0.775454545,2.069090909,2.109090909,4.905640909,4.952272727,1.973,2.090909091,4.818181818,1.818181818,2.727272727,0.272727273,4.545454545,805.0454545,12.92272727,685.15,1475.240909,4.31,0.391363636,7.293,48.16272727,23.10454545,254.1818182,2.699363636,21,52.1257,1,15,6,2,86,1.05,0.87,2.405,1.05,0.96,1.73,1.74,2.9728,3.47,1.7,3,5,1,4,2,5,522,39.6,1788.75,3692,5.65,0.48,14.566,42.17,100.36,519,5.316,40,91.224,5,16,7,2,89,2.2,2.03,3.69,2.2,1.52,2.55,2.54,5.761,5.89,2.434,4,6,2,4,2,6,941,43.4,2125.15,4650.15,6.51,0.75,16.9,79.87,102.4,609,6.25,19,39.0983,4,1,1,0,3,1.15,1.16,1.285,1.15,0.56,0.82,0.8,2.7882,2.42,0.734,1,1,1,0,0,1,419,3.8,336.4,958.15,0.86,0.27,2.334,37.7,2.04,90,0.934,
K9Bi13S24,1.4,1,35.52173913,83.43942413,4.043478261,12.7826087,5.260869565,0.804347826,70.80434783,1.404347826,1.341956522,1.86023913,1.404347826,0.852391304,2.077391304,2.143913043,4.96016087,5.044130435,2.062434783,2.086956522,4.739130435,1.804347826,2.934782609,2.826086957,4.739130435,802.3913043,12.09565217,420.9641304,1094.732609,4.003695652,0.551086957,4.546217391,50.35717391,22.39926087,221.673913,2.285782609,67,176.91437,3,15,6,1,85,1.2,1.01,2.59,1.2,1.09,1.76,1.85,3.0576,3.8,1.855,2,5,1,4,10,5,581,40.5,207.75,1115.3,8.89,0.63,9.5825,95,102.131,189,1.916,83,208.98037,6,16,7,1,88,2.2,2.03,3.69,2.2,1.52,2.58,2.65,5.8458,6.22,2.589,3,6,2,4,10,6,1000,43.4,544.15,1833.15,9.75,0.75,11.3,104.8,102.4,279,2.85,16,32.066,3,1,1,0,3,1,1.02,1.1,1,0.43,0.82,0.8,2.7882,2.42,0.734,1,1,1,0,0,1,419,2.9,336.4,717.85,0.86,0.12,1.7175,9.8,0.269,90,0.934,
KAg11V4O16,2,1,23.625,52.66890313,3.34375,12.4375,5.40625,0.75,71.6875,1.0875,1.0415625,1.46796875,1.0875,1.1809375,2.6128125,2.3303125,5.9967375,5.821875,2.662,2.52625,7.4375,1.625,2,3.8125,3.625,1002.75,6.018375,732.8640625,1388.275,4.400715,0.62546875,6.6811075,90.3942625,154.51962,289.1875,3.017,39,91.8688,3,15,6,2,84,1.6,1.3,3.225,1.6,0.84,2.62,2.52,5.5821,5.12,2.876,5.44,10,1,4,10,5,895,42.607,2108.4,3563,10.49857,0.685,20.67741,250.128,428.97326,424,4.376,47,107.8682,5,16,7,2,87,2.2,2.03,3.69,2.2,1.52,3.44,3.32,8.3703,7.54,3.61,5.44,11,2,4,10,6,1314,43.4,2163.15,3653.15,10.5,0.92,20.9,250.58,429,514,5.31,8,15.9994,2,1,1,0,3,0.6,0.73,0.465,0.6,0.68,0.82,0.8,2.7882,2.42,0.734,0,1,1,0,0,1,419,0.793,54.75,90.15,0.00143,0.235,0.22259,0.452,0.02674,90,0.934,
KAg2,0,0,37.66666667,84.9449,4.666666667,7.666666667,3,0,44.33333333,1.8,1.57,2.813333333,1.8,1.366666667,1.56,0.98,3.497533333,3.766666667,1.491333333,3.96,7.666666667,1,0,6.666666667,1,627,19.73333333,935.5666667,2001.15,7.286666667,0.406666667,8.311333333,193.6766667,320.1333333,219.3333333,2.278,28,68.7699,1,10,3,0,62,0.6,0.69,1.315,0.6,0.23,1.11,0.27,1.064,2.02,1.136,4.44,10,0,0,10,0,312,35.5,898.75,1452,9.64,0.515,8.966,170.71,326.6,194,2.016,47,107.8682,5,11,4,0,65,2.2,2.03,3.69,2.2,1.52,1.93,1.07,3.8522,4.44,1.87,5.44,11,1,0,10,1,731,43.4,1235.15,2485.15,10.5,0.75,11.3,250.58,429,284,2.95,19,39.0983,4,1,1,0,3,1.6,1.34,2.375,1.6,1.29,0.82,0.8,2.7882,2.42,0.734,1,1,1,0,0,1,419,7.9,336.4,1033.15,0.86,0.235,2.334,79.87,102.4,90,0.934,
KAg2AsS3,2.25,1,27.71428571,60.85061286,3.857142857,12.28571429,5.142857143,0.571428571,68.71428571,1.364285714,1.281428571,1.879285714,1.364285714,0.872857143,2.085714286,1.88,4.743142857,5.037142857,2.064571429,2.982857143,6.571428571,1.571428571,2.142857143,2.857142857,3.714285714,832.5714286,10.31428571,722.1,1292.45,4.828571429,0.525714286,8.255214286,92.17,144.4581429,256.7142857,2.620571429,31,75.8022,2,15,6,1,85,1.2,1.01,2.59,1.2,1.09,1.76,1.85,3.0576,3.8,1.855,4.44,10,1,4,10,5,581,40.5,898.75,1767.3,9.64,0.515,25.9825,240.78,428.731,212,2.026,47,107.8682,5,16,7,1,88,2.2,2.03,3.69,2.2,1.52,2.58,2.65,5.8458,6.22,2.589,5.44,11,2,4,10,6,1000,43.4,1235.15,2485.15,10.5,0.75,27.7,250.58,429,302,2.96,16,32.066,3,1,1,0,3,1,1.02,1.1,1,0.43,0.82,0.8,2.7882,2.42,0.734,1,1,1,0,0,1,419,2.9,336.4,717.85,0.86,0.235,1.7175,9.8,0.269,90,0.934,
KAg2PS4,3.02,1,24,51.75905775,3.625,12.75,5.5,0.625,71,1.3,1.23125,1.76,1.3,0.76625,2.14875,1.9825,4.8543625,5.225,2.135375,2.86,6.5,1.625,2.375,2.5,4,861.625,9.3,583.46875,1178.5,3.995,0.60375,4.057625,79.044875,120.213875,261.125,2.708,32,76.894438,2,15,6,1,85,1.2,1.01,2.59,1.2,1.21,1.76,1.85,3.0576,3.8,1.855,4.44,10,1,4,10,5,593,40.5,917.9,1932,9.64,0.535,10.643,240.78,428.765,225,2.496,47,107.8682,5,16,7,1,88,2.2,2.03,3.69,2.2,1.52,2.58,2.65,5.8458,6.22,2.589,5.44,11,2,4,10,6,1012,43.4,1235.15,2485.15,10.5,0.77,11.3,250.58,429,315,3.43,15,30.973762,3,1,1,0,3,1,1.02,1.1,1,0.31,0.82,0.8,2.7882,2.42,0.734,1,1,1,0,0,1,419,2.9,317.25,553.15,0.86,0.235,0.657,9.8,0.235,90,0.934,
KAg2SbS3,2.1,1,30.28571429,67.54181429,4,12.28571429,5.142857143,0.571428571,68.85714286,1.407142857,1.31,1.929285714,1.407142857,0.898571429,2.067142857,1.861428571,4.7179,4.972857143,2.032142857,2.982857143,6.571428571,1.571428571,2.142857143,4.285714286,3.285714286,816.4285714,10.64285714,695.5285714,1482.878571,4.965714286,0.508571429,7.136642857,98.22428571,140.7867143,251,2.590571429,35,89.694,2,15,6,1,85,1.2,1.01,2.59,1.2,1.09,1.76,1.85,3.0576,3.8,1.855,4.44,10,1,4,10,5,581,40.5,898.75,1767.3,9.64,0.54,18.1525,240.78,428.731,194,2.016,51,121.76,5,16,7,1,88,2.2,2.03,3.69,2.2,1.52,2.58,2.65,5.8458,6.22,2.589,5.44,11,2,4,10,6,1000,43.4,1235.15,2485.15,10.5,0.75,19.87,250.58,429,284,2.95,16,32.066,3,1,1,0,3,1,1.02,1.1,1,0.43,0.82,0.8,2.7882,2.42,0.734,1,1,1,0,0,1,419,2.9,336.4,717.85,0.86,0.21,1.7175,9.8,0.269,90,0.934,
KAg2SbS4,2.2,1,28.5,63.1073375,3.875,12.75,5.375,0.625,71.25,1.35625,1.27375,1.825625,1.35625,0.84,2.13125,1.96,4.8588875,5.12875,2.10175,2.86,6.5,1.625,2.375,3.75,3.625,839.375,9.675,656.83125,1387.25,4.60375,0.53375,6.45925,87.17125,123.222,254.5,2.623,35,89.694,2,15,6,1,85,1.2,1.01,2.59,1.2,1.09,1.76,1.85,3.0576,3.8,1.855,4.44,10,1,4,10,5,581,40.5,898.75,1767.3,9.64,0.54,18.1525,240.78,428.731,194,2.016,51,121.76,5,16,7,1,88,2.2,2.03,3.69,2.2,1.52,2.58,2.65,5.8458,6.22,2.589,5.44,11,2,4,10,6,1000,43.4,1235.15,2485.15,10.5,0.75,19.87,250.58,429,284,2.95,16,32.066,3,1,1,0,3,1,1.02,1.1,1,0.43,0.82,0.8,2.7882,2.42,0.734,1,1,1,0,0,1,419,2.9,336.4,717.85,0.86,0.21,1.7175,9.8,0.269,90,0.934,
KAgAsS2,2.21,1,26.2,57.204018,3.8,11.8,5,0.6,65.6,1.39,1.322,1.936,1.39,0.878,2.018,1.888,4.7008,4.92,1.9986,2.688,5.8,1.6,2.2,2,3.8,819.4,12.28,686.72,1168.83,4.246,0.547,8.9538,76.962,116.3876,246.8,2.5088,31,75.8022,2,15,6,1,85,1.2,1.01,2.59,1.2,1.09,1.76,1.85,3.0576,3.8,1.855,4.44,10,1,4,10,5,581,40.5,898.75,1767.3,9.64,0.515,25.9825,240.78,428.731,212,2.026,47,107.8682,5,16,7,1,88,2.2,2.03,3.69,2.2,1.52,2.58,2.65,5.8458,6.22,2.589,5.44,11,2,4,10,6,1000,43.4,1235.15,2485.15,10.5,0.75,27.7,250.58,429,302,2.96,16,32.066,3,1,1,0,3,1,1.02,1.1,1,0.43,0.82,0.8,2.7882,2.42,0.734,1,1,1,0,0,1,419,2.9,336.4,717.85,0.86,0.235,1.7175,9.8,0.269,90,0.934,
KAgF3,0,0,18.6,40.7923418,3,12.6,5.8,0.6,69.4,1.06,1.106,1.456,1.06,1.276,2.938,2.642,7.37932,7.618,3.0366,1.288,6.6,1.6,3,2,4.6,1238.6,10.6404,346.32,754.69,2.27302,0.689,2.87992,68.05188,106.29674,122.2,1.2808,38,88.869797,3,16,7,1,90,1.7,1.31,3.285,1.7,0.33,3.16,2.98,7.2972,7.99,3.459,5.44,10,1,5,10,6,1262,42.766,1181.8,2400.1,10.4983,0.585,11.0448,247.3102,428.9721,205,2.11,47,107.8682,5,17,8,1,93,2.2,2.03,3.69,2.2,1.52,3.98,3.78,10.0854,10.41,4.193,5.44,11,2,5,10,7,1681,43.4,1235.15,2485.15,10.5,0.82,11.3,250.58,429,284,2.95,9,18.998403,2,1,1,0,3,0.5,0.72,0.405,0.5,1.19,0.82,0.8,2.7882,2.42,0.734,0,1,1,0,0,1,419,0.634,53.35,85.05,0.0017,0.235,0.2552,3.2698,0.0279,79,0.84,
KAgO,0,0,24.66666667,54.32196667,3.666666667,9.333333333,4,0.333333333,51.66666667,1.466666667,1.366666667,2.176666667,1.466666667,1.34,2.063333333,1.73,5.003566667,4.8,2.071333333,2.146666667,6,1.333333333,1.333333333,3.333333333,2.666666667,821.3333333,17.36433333,542.1,1202.816667,3.787143333,0.635,4.618863333,111.2866333,177.1422467,207.6666667,2.168,39,91.8688,3,15,6,1,84,1.6,1.3,3.225,1.6,0.31,2.62,2.52,5.5821,5.12,2.876,5.44,10,1,4,10,5,895,42.607,1180.4,2395,10.49857,0.685,11.07741,247.1701,428.97326,194,2.016,47,107.8682,5,16,7,1,87,2.2,2.03,3.69,2.2,1.52,3.44,3.32,8.3703,7.54,3.61,5.44,11,2,4,10,6,1314,43.4,1235.15,2485.15,10.5,0.92,11.3,250.58,429,284,2.95,8,15.9994,2,1,1,0,3,0.6,0.73,0.465,0.6,1.21,0.82,0.8,2.7882,2.42,0.734,0,1,1,0,0,1,419,0.793,54.75,90.15,0.00143,0.235,0.22259,3.4099,0.02674,90,0.934,
KAlGeS4,3.5,1,18.28571429,38.13626271,3.285714286,13.14285714,5.714285714,0.857142857,72.42857143,1.242857143,1.215714286,1.617857143,1.242857143,0.614285714,2.108571429,2.147142857,4.9051,5.018571429,2.099571429,2.285714286,4.571428571,1.857142857,2.714285714,0,4.571428571,822.7142857,9.914285714,576.2714286,1392.55,2.451428571,0.687142857,8.133428571,106.1957143,57.19657143,272.7142857,2.796285714,19,45.628461,1,15,6,1,85,1.2,1.01,2.59,1.2,1.09,1.76,1.85,3.0576,3.8,1.855,3,5,1,4,0,5,581,40.5,884.15,2385.3,4.46,0.58,35.2225,321.1,236.731,287,2.916,32,72.61,4,16,7,1,88,2.2,2.03,3.69,2.2,1.52,2.58,2.65,5.8458,6.22,2.589,4,6,2,4,0,6,1000,43.4,1220.55,3103.15,5.32,0.9,36.94,330.9,237,377,3.85,13,26.981539,3,1,1,0,3,1,1.02,1.1,1,0.43,0.82,0.8,2.7882,2.42,0.734,1,1,1,0,0,1,419,2.9,336.4,717.85,0.86,0.32,1.7175,9.8,0.269,90,0.934,
KAsSe2,1.63,1,30,67.9849725,4,12,5.25,0.75,66.25,1.4125,1.3875,1.91875,1.4125,0.84,2.025,2.0375,4.87055,4.875,1.95325,2,4.5,1.75,2.75,0,4.5,812,13.825,601.7125,959.9,4.0425,0.43,10.8555,47.5075,39.12,211.5,2.2035,15,39.8617,0,15,6,1,86,1.05,0.87,2.405,1.05,0.96,1.73,1.74,2.9728,3.47,1.7,2,5,1,4,0,5,528,39.6,753.75,143,4.87,0.43,25.366,45.11,100.36,212,2.026,34,78.96,4,16,7,1,89,2.2,2.03,3.69,2.2,1.52,2.55,2.54,5.761,5.89,2.434,3,6,2,4,0,6,947,43.4,1090.15,1033.15,5.73,0.75,27.7,79.87,102.4,302,2.96,19,39.0983,4,1,1,0,3,1.15,1.16,1.285,1.15,0.56,0.82,0.8,2.7882,2.42,0.734,1,1,1,0,0,1,419,3.8,336.4,890.15,0.86,0.32,2.334,34.76,2.04,90,0.934,
KAu5PS8,2.14,1,37.13333333,87.4288508,4.066666667,13.26666667,5.6,1.266666667,74.66666667,1.196666667,1.196666667,1.802,1.196666667,0.854666667,2.423333333,2.018,6.293946667,5.776666667,2.219933333,3.146666667,7.266666667,1.6,2.333333333,3.333333333,3.933333333,925.4,6.713333333,695.1333333,1606.323333,7.716,0.522666667,5.298733333,122.8266,112.6524667,297.8,3.080933333,64,165.992778,3,15,6,2,85,1.2,1.01,2.59,1.2,1.21,1.76,1.85,5.1909,3.8,1.855,4.44,10,1,4,10,5,593,40.5,1019.9,2800,18.44,0.642,11.893,324.6,316.765,276,2.876,79,196.96654,6,16,7,2,88,2.2,2.03,3.69,2.2,1.52,2.58,2.65,7.9791,6.22,2.589,5.44,11,2,4,10,6,1012,43.4,1337.15,3353.15,19.3,0.77,12.55,334.4,317,366,3.81,15,30.973762,3,1,1,0,3,1,1.02,1.1,1,0.31,0.82,0.8,2.7882,2.42,0.734,1,1,1,0,0,1,419,2.9,317.25,553.15,0.86,0.128,0.657,9.8,0.235,90,0.934,
KAuI4O12,2.75,1,22.55555556,51.98197333,3,15.11111111,6.722222222,1,83.16666667,0.908333333,0.969444444,1.015,0.908333333,1.432777778,3.071111111,2.937222222,7.496583333,6.983888889,3.078333333,0.357777778,6.222222222,1.888888889,3.777777778,2.777777778,5.666666667,1172.722222,4.389777778,215.3972222,405.3722222,2.216508889,0.709666667,2.713948889,29.89982222,23.41760444,215.1111111,2.256888889,71,180.96714,4,16,7,2,93,1.6,1.3,3.225,1.6,0.85,2.62,2.52,5.5821,5.12,2.876,5.44,10,1,5,10,6,895,42.607,1282.4,3263,19.29857,0.792,12.32741,330.9901,316.97326,276,2.876,79,196.96654,6,17,8,2,96,2.2,2.03,3.69,2.2,2.06,3.44,3.32,8.3703,7.54,3.61,5.44,11,2,5,10,7,1314,43.4,1337.15,3353.15,19.3,0.92,12.55,334.4,317,366,3.81,8,15.9994,2,1,1,0,3,0.6,0.73,0.465,0.6,1.21,0.82,0.8,2.7882,2.42,0.734,0,1,1,0,0,1,419,0.793,54.75,90.15,0.00143,0.128,0.22259,3.4099,0.02674,90,0.934,
KBaAsSe3,2.26,1,35,81.37114833,4.333333333,11,5,0.666666667,60.5,1.491666667,1.448333333,2.060333333,1.491666667,0.901666667,1.923333333,1.961666667,4.952183333,4.631666667,1.854666667,2,4.333333333,1.833333333,2.5,0,4.333333333,782,16.46666667,649.1916667,1118.483333,4.076666667,0.374,9.644333333,61.62166667,29.48666667,208.8333333,2.195666667,37,98.2287,2,15,6,1,86,1.05,0.87,2.405,1.05,0.96,1.73,1.74,2.9728,3.49,1.7,2,5,1,4,0,5,528,39.6,753.75,1023,4.87,0.546,25.366,107.24,100.36,212,2.026,56,137.327,6,16,7,1,89,2.2,2.03,3.69,2.2,1.52,2.55,2.54,5.761,5.89,2.434,3,6,2,4,0,6,947,43.4,1090.15,1913.15,5.73,0.75,27.7,142,102.4,302,2.96,19,39.0983,4,1,1,0,3,1.15,1.16,1.285,1.15,0.56,0.82,0.8,2.7882,2.4,0.734,1,1,1,0,0,1,419,3.8,336.4,890.15,0.86,0.204,2.334,34.76,2.04,90,0.934,
KBaB5O9,3.65,1,10.75,23.40468125,2.375,13.25,6,0.875,72.1875,0.875,0.9175,0.95325,0.875,0.946875,2.679375,2.57875,6.59789375,5.883125,2.7725,1.125,4.5,1.9375,2.5625,0,4.5,1047.0625,6.5773125,849.253125,1117.0875,1.004554375,0.895875,16.44295688,168.8161938,16.00254125,336,3.4665,51,126.516,4,15,6,1,84,1.6,1.3,3.225,1.6,1.27,2.62,2.52,5.5821,5.14,2.876,3,5,1,4,0,5,895,42.607,2297.4,2733,3.49857,0.816,49.97741,486.2901,102.37326,483,4.876,56,137.327,6,16,7,1,87,2.2,2.03,3.69,2.2,1.52,3.44,3.32,8.3703,7.54,3.61,3,6,2,4,0,6,1314,43.4,2352.15,2823.15,3.5,1.02,50.2,489.7,102.4,573,5.81,5,10.811,2,1,1,0,3,0.6,0.73,0.465,0.6,0.25,0.82,0.8,2.7882,2.4,0.734,0,1,1,0,0,1,419,0.793,54.75,90.15,0.00143,0.204,0.22259,3.4099,0.02674,90,0.934,
KBaSbSe3,2.04,1,38,89.17755,4.5,11,5,0.666666667,60.66666667,1.541666667,1.481666667,2.118666667,1.541666667,0.931666667,1.901666667,1.94,4.922733333,4.556666667,1.816833333,2,4.333333333,1.833333333,2.5,1.666666667,3.833333333,763.1666667,16.85,618.1916667,1340.65,4.236666667,0.354,8.339333333,68.685,25.20333333,202.1666667,2.160666667,37,98.2287,2,15,6,1,86,1.05,0.87,2.405,1.05,0.96,1.73,1.74,2.9728,3.49,1.7,2,5,1,4,10,5,522,39.6,661.75,1265,5.83,0.546,17.536,104.3,100.36,172,1.816,56,137.327,6,16,7,1,89,2.2,2.03,3.69,2.2,1.52,2.55,2.54,5.761,5.89,2.434,3,6,2,4,10,6,941,43.4,998.15,2223.15,6.69,0.75,19.87,142,102.4,262,2.75,19,39.0983,4,1,1,0,3,1.15,1.16,1.285,1.15,0.56,0.82,0.8,2.7882,2.4,0.734,1,1,1,0,0,1,419,3.8,336.4,958.15,0.86,0.204,2.334,37.7,2.04,90,0.934,
